"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1"
"1","miRNA_ID","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin"
"58","hsa-mir-1231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5669","0","0.225973","0","0.297038","0.069853","0","0","0.953496","0","0.133454","0","0","0","0.152365","0","0","0.112112","0.159717"
"59","hsa-mir-1233-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","hsa-mir-1233-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","hsa-mir-1234","0","0","0.092216","0.197956","0.474047","0.781105","0.440111","0","0.311152","0","0.165131","0.585853","0.116938","0","0","0.100701","0","0","0","0.244787","0.179817","0.067107","0","0","0","0.198142","0","0","0","0.225973","1.237776","0","0.419118","0","0","0","0.576345","0","1.061038","0","0","0.152365","0.460087","0","0","0.159717"
"62","hsa-mir-1236","0","0.153281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.650368","0","0.279412","0","0","0","0.288173","0","0","0.509608","0","0","0","0","0","0"
"63","hsa-mir-1237","0","0.766406","0.276647","0","0.158016","1.56221","0","0.457686","0.155576","0.253354","0.495394","0","0.233877","0","0","0","0.161886","0.454997","3.02922","0","0.53945","0.201322","0.382374","0","0","0.198142","0","0","0","0.225973","0","0.148519","0","0.992212","0","0","0","0.133454","0","1.019216","0.182561","0","0","0","0","0"
"64","hsa-mir-1238","1.079228","0","0","0.98978","0","0","0","0","0","0","0.165131","0","0","0","0","0","0.485657","0","3.02922","0","0","0","0","0.3136","0","0","0","0","0","0","0","0","0.139706","0.198442","0","0","0","0","0","0","0","0","0","0","0","0.63887"
"65","hsa-mir-124-1","0","0","0","0","0","0","0","0","0","0","0.495394","0","0","0","0","0","0","0","0","0.122393","0","0","0","0","0","0","0","0","0","0","0","0","0.069853","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","hsa-mir-124-2","0","0","0","0","0.158016","0","0","0","0","0","0","0","0.116938","0.108923","0","0","0","0","0","0","0","0.134215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","hsa-mir-1243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.449599","0.498123","1.981424","3.201872","0.28345","0.322034","0.225973","0","0.891113","0","0.992212","1.905778","0.476748","0","0.133454","1.061038","4.586471","0.182561","0","1.380262","0","0.56056","0.159717"
"68","hsa-mir-124-3","0","0","0","0","0","0","0","0","0","0","0","0","0.116938","0.108923","0","0","0","0","0","0","0","0.067107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","hsa-mir-1244-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.108923","0","0","0","0","0","0","0","0.134215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","hsa-mir-1244-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.100701","0","0.151666","0","0.122393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","hsa-mir-1244-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","hsa-mir-1244-4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","hsa-mir-1245a","0","0","0","0","0","0","0","0","0","0","0.165131","0","0","0","0","0","0","0","0","0","0","0","0","0","5.47935","1.386997","6.403743","0.5669","0.966101","0.112987","5.776288","0.594075","4.261029","0","0.381156","2.860488","0","0.533817","0","2.548039","1.460491","0","5.060959","0.660995","0.224224","0.479152"
"74","hsa-mir-1245b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.412592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","hsa-mir-1246","0","0","0","1.385692","0.316031","0","0.146704","2.288431","0","0","0.165131","1.75756","0.116938","2.505218","2.268919","0","0.323771","0.151666","1.51461","0.122393","10.788994","2.080327","3.250178","0","0","0.198142","0.533645","0","0.644068","0","0","0","0","0","0","0","0","0","0","0.509608","0","0","0","0","0","0"
"76","hsa-mir-1247","1.079228","0","0","4.157076","0.474047","0","0","0","1.400183","17.481441","8.751961","0.585853","6.08079","1.307071","5.294144","0.201402","0","2.123318","0","0","0.179817","0","0","0.9408","109.088871","2.377709","2.134581","114.513835","0.322034","12.654495","94.070971","13.069657","12.503676","2.182866","0.381156","2.38374","41.208676","4.270538","2.652594","26.49961","9.49319","29.558878","17.023227","7.270949","5.269264","4.631804"
"77","hsa-mir-1248","10.792283","0.613125","2.9509","235.963535","6.162607","1.56221","5.868149","3.203804","1.711334","3.546959","7.100647","9.959506","1.520197","18.625755","3.970608","8.056073","0.485657","0.909994","101.478865","45.652762","123.354161","1.879005","160.023462","7.839999","1.992491","10.105261","21.879456","9.920753","1.288135","4.858422","16.091087","7.722979","1.955882","5.159502","5.717335","6.197725","16.137663","7.073079","94.432363","10.192158","7.850138","6.704075","5.521046","7.270949","5.157152","4.152652"
"78","hsa-mir-1249","60.436785","8.200544","2.858684","3.95912","33.499297","49.990705","2.200556","4.576862","10.734733","8.867398","16.843396","8.787799","10.407505","3.158754","2.079842","9.767988","12.950847","4.701634","4.54383","16.400724","5.933947","7.985772","3.823739","5.017599","7.969963","7.331268","16.543003","6.802802","17.389826","3.163624","16.091087","9.208167","0.838235","32.941436","1.524623","9.058213","6.627969","4.003629","0.530519","10.701766","3.468665","3.199672","4.600872","1.982986","4.372368","10.860782"
"79","hsa-mir-1250","5.396142","0.459844","0.092216","0","0","0","0","0","0.622303","0","0","0.585853","0.233877","0.108923","0.56723","0.805607","0.647542","0","0","0.244787","0","0.469751","0.191187","0.3136","0.249061","0.198142","0.533645","6.235902","0.644068","0.112987","0","0","0.838235","0","0","0","0.288173","0.266909","0","0.509608","0.365123","0","0","0","0.448448","0"
"80","hsa-mir-1251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.209559","4.16729","0","0","0","0","0","0","0","0","0","0","0","0"
"81","hsa-mir-1252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","hsa-mir-1253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","hsa-mir-1254-1","6.47537","0.306562","4.887428","2.573428","1.896187","14.840991","1.026926","0.915372","1.089031","1.266771","0.660525","0.585853","0.584691","0.653535","1.701689","0.402804","0.971314","0.909994","1.51461","0.979148","1.078899","0.536859","2.103056","11.289598","0.498123","0.396285","3.201872","0.28345","0","0.790906","1.237776","0.891113","2.165441","1.190654","0","0.476748","2.30538","0","0","4.586471","2.008175","0","1.840349","1.982986","0.672672","1.437457"
"84","hsa-mir-1254-2","8.633826","1.22625","5.071859","0.98978","3.634358","13.278781","1.320334","0.915372","0.622303","2.026834","1.486182","1.171707","0.233877","0.326768","1.701689","0.604205","1.942627","0.454997","1.51461","1.835902","0.179817","0.603966","0.955935","11.603198","1.245307","0.79257","2.134581","0.28345","0","0.677919","1.237776","0.742594","2.165441","0.198442","0","0.953496","0.864518","0.133454","1.061038","4.076863","2.008175","0.304731","1.840349","3.304977","0.224224","2.555478"
"85","hsa-mir-1255a","0","0.076641","1.014372","1.781604","3.160311","0","0.146704","2.746117","2.178062","0","3.798021","0","1.052444","1.960606","1.134459","2.718925","1.942627","0","0","0.734361","3.236698","0","0","2.1952","0","0","1.600936","0","0","1.242852","1.237776","0.148519","0.209559","0","1.143467","1.906992","1.729035","1.86836","0","0","1.460491","0","0.460087","1.321991","0.336336","0.479152"
"86","hsa-mir-1255b-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","hsa-mir-1255b-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","hsa-mir-1256","0","0","0.276647","0","0.316031","0.781105","0.146704","0","0.311152","0.253354","0.825657","0","0.350815","0.326768","0.189077","0","0.485657","0.303331","0","0.734361","0.359633","0","0.191187","0.3136","0","0.198142","0","0","0.966101","0.564933","0","0.148519","0","0","0","0","0.576345","0","0","0","0.182561","0","0","0","0","0"
"89","hsa-mir-1257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.336336","0.319435"
"90","hsa-mir-1258","0","0","0","0","0","0.781105","0","0","0.155576","0","0","0","0","0","0","0.302103","0","0","0","0","0","0","0","0.9408","0.747184","0.198142","0","0.5669","0","0.564933","3.300736","0.148519","0.139706","0","0","0","0.576345","0","0","0","0","1.828384","0","0","0","0.319435"
"91","hsa-mir-125a","66.912155","45.754437","107.892274","229.035075","2.686264","13.278781","22.885783","187.651351","71.409313","402.83321","16.843396","263.633978","24.323158","62.085849","314.434312","148.433139","123.356821","26.389814","742.158864","64.256568","15.464224","94.487113","4.588486","413.324737","1603.955094","1661.225677","896.524048","464.858142","124.305051","1057.328252","1555.471754","935.223067","1884.283019","781.267674","803.47614","413.340554","679.510902","1472.935265","906.126273","476.992987","782.823023","1222.274839","634.000168","1108.489163","577.488898","1746.190221"
"92","hsa-mir-125b-1","2.158457","122.471675","338.892398","45.133965","0.790078","0.781105","7.922002","44.85325","5.445155","32.682694","1.651313","2.929266","7.600987","7.29781","14.937048","11.0771","38.205","1.516656","6.05844","16.767904","4.135781","37.37878","30.207535","50.175992","2146.908837","139.690375","254.548792","285.717687","77.932182","574.310697","1680.487123","707.098146","1042.624962","247.85454","49.931392","280.804598","328.228549","3944.776071","372.954783","711.922226","326.967359","3726.399369","379.111857","4769.081283","246.42217","1969.634849"
"93","hsa-mir-125b-2","3.237685","142.244949","377.899605","48.301261","0.948093","3.905524","8.802224","54.46466","8.556672","45.857114","1.486182","5.27268","12.395456","7.733501","14.558895","10.573595","52.12716","1.061659","6.05844","17.135085","5.21468","46.304054","41.487564","52.371192","2205.189193","149.201209","272.159086","286.851487","82.762689","558.040632","1684.613042","703.385175","1082.720548","262.737719","44.976368","276.037118","338.602761","4026.71702","429.189786","717.018305","433.400619","3690.745877","391.074124","4714.21867","273.329049","2042.146544"
"94","hsa-mir-126","1420.264454","601.398768","8937.998829","455.100811","96.231471","56.239543","229.297939","5687.208997","406.519686","1281.718998","146.801753","14602.39309","251.417262","544.93948","22691.83377","2355.494952","1829.954727","14646.19525","6582.494744","1077.796834","634.752464","5599.368064","902.211134","1745.810932","1737.451978","2707.021135","2953.192906","2054.162776","841.152314","2595.97926","1985.392594","980.669829","2095.727864","1174.38204","927.732886","2319.379236","3318.595228","827.81711","2748.618396","2994.455976","1247.25907","550.343645","3629.167872","1062.21949","1385.255837","1840.263764"
"95","hsa-mir-1260a","0","0","0","0","0","0","0","0","0","0.253354","0.165131","0","0","0","0.378153","0","0","0","0","0","0","0","0","0","0","0.198142","0","0","0","0.112987","0","0.148519","0","0","0","0","0.288173","0","0","0","0","0","0","0","0","0"
"96","hsa-mir-1260b","0","0.076641","0.184431","0.395912","0.790078","0","0","0","0.311152","0.760063","0","0","0.116938","0.108923","0.189077","0.201402","0.809428","0.151666","10.602269","0.122393","0.179817","0","0.191187","0","0.498123","0.594427","0","1.1338","2.254237","0","0","0.594075","0","0","0","0","0","0.533817","0","0","1.095368","0","0","0","0.336336","0"
"97","hsa-mir-1261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","hsa-mir-1262","0","0","0","0.197956","0","0","0","0","0.777879","0","0","0.585853","0.116938","0.217845","0","0.302103","0","0","0","0","0.359633","0","0","10.035198","1.743429","0.594427","8.538324","5.102102","2.57627","7.457113","0.412592","1.782226","0.838235","3.968848","0.381156","0.953496","0.576345","9.341802","3.713632","0.509608","1.460491","1.371288","3.680698","1.321991","0.56056","0.798587"
"99","hsa-mir-1263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","hsa-mir-1264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","hsa-mir-1265","0","0.153281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","hsa-mir-1266","26.980708","4.138592","11.98803","6.334592","3.160311","2.343314","9.975854","28.376546","0.622303","14.694545","0.660525","61.514595","1.754074","5.99074","17.01689","0.302103","14.084046","31.69811","60.584397","1.346328","1.078899","10.804279","5.735608","9.721599","1.992491","0.79257","12.807486","17.290455","6.440676","3.389597","0.825184","0.742594","2.375","2.778193","3.430401","0.953496","2.30538","0.667272","1.591557","230.342767","3.103543","2.133115","1.380262","0","8.296288","8.624739"
"103","hsa-mir-1267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.112987","0","0","0","0","0","0","0","0.133454","0","0","0","0","0","0","0","0"
"104","hsa-mir-1268a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","hsa-mir-1268b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","hsa-mir-1269a","0","0","0","0.197956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.136","0.498123","362.402405","10.13926","15.589755","534.89816","1.807785","263.646273","1.485188","1341.036715","4.96106","374.676018","2.38374","2.881726","6.005444","9.018821","13.759413","2.73842","5.332787","1.380262","4665.966012","2.24224","1692.365461"
"107","hsa-mir-1269b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8816","0","0.594427","0.533645","7.086252","24.152536","0.225973","2.06296","0.297038","0","1045.196047","0.381156","0","0.576345","7.873805","0","0","0.365123","0","0","0.660995","0.224224","540.004494"
"108","hsa-mir-127","6.47537","4.521795","1.752097","2093.186593","1.580156","4.686629","6.308261","5.034548","284.081495","38.003133","15.687476","36.908757","5.028345","24.180804","26.281641","6.64626","1.618856","1.819987","13.631489","3.304623","18.161473","18.991373","0.573561","82.790387","3036.057857","408.371436","376.753558","676.311906","58.932187","204.166718","2085.652444","256.937574","4129.915289","88.108419","22.107029","232.176298","99.131361","7042.384156","319.902894","193.650999","773.329833","15.3889","1025.994467","330.497663","155.947788","272.637584"
"109","hsa-mir-1270","4.316913","1.686093","3.227547","1.187736","0.948093","7.811048","0.440111","10.069097","1.244607","5.573793","0.825657","2.343413","0.116938","2.831986","13.424435","0.100701","6.799195","5.611627","9.08766","0.122393","1.258716","3.154044","0.764748","0","4.732166","1.585139","6.403743","5.102102","0.322034","2.033758","3.300736","1.485188","11.386029","1.190654","11.815826","6.674473","2.30538","0.667272","0","1.019216","0.182561","1.066557","3.22061","2.643981","0.112112","0.798587"
"110","hsa-mir-1271","17.267653","1.839374","4.795212","0.791824","0.948093","3.124419","0.586815","0.915372","2.644789","3.800313","1.486182","49.211676","1.052444","1.742761","14.747971","3.625233","0.485657","9.554933","3.02922","1.346328","1.977982","3.221152","1.338309","2.1952","5.728411","3.962848","4.802807","5.102102","3.220338","8.248019","4.12592","4.752603","11.17647","14.486294","9.910047","9.058213","5.187106","10.409437","4.77467","10.701766","4.564033","3.352038","8.741657","1.982986","13.117104","4.791522"
"111","hsa-mir-1272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.148519","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","hsa-mir-1273a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","hsa-mir-1273c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.100701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.412592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","hsa-mir-1273d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","hsa-mir-1273e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","hsa-mir-1273f","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","hsa-mir-1273g","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","hsa-mir-1273h","12.95074","0.306562","1.291019","0.197956","0.632062","4.686629","0.146704","0.457686","1.400183","0","0.165131","0","0.233877","0.217845","0.189077","1.409813","0.485657","0.454997","1.51461","1.958295","1.258716","1.073717","0","0","0","0","0","0","0","0.225973","0.825184","0","0","0","0","0.476748","0","0","0","0","0","0.304731","0.460087","0","0.112112","0.159717"
"119","hsa-mir-1275","7.554598","4.828358","0.461078","1.187736","0.948093","1.56221","3.814297","1.373059","1.711334","4.560376","0.990788","0","1.403259","1.524916","3.025225","2.014018","0","0.909994","3.02922","0.244787","0.719266","0.268429","6.309169","1.568","0.996245","0","0","5.102102","0","0.790906","0.825184","0","0","1.785981","0","0.476748","0.288173","1.467997","0","0","0.547684","7.770633","0","1.321991","10.09008","0.319435"
"120","hsa-mir-1276","0","0.153281","0","0","1.580156","0","0.146704","0","0.155576","0","0.165131","0","0","0","0","0","0.647542","0","0","0","0.179817","0.067107","0.191187","0.6272","0.249061","1.783281","1.600936","0.28345","0.322034","0.451946","0","0.297038","0.838235","0.992212","0","0.953496","0.864518","0","0","1.528824","0.365123","0.152365","0","0","0.672672","0.319435"
"121","hsa-mir-1277","0","1.379531","1.659881","0.98978","1.896187","0","0.293407","0.457686","0.933455","0.760063","1.155919","1.75756","0.935506","0.108923","0.756306","0.906308","1.133199","4.701634","0","1.346328","1.798166","1.409254","1.529495","0","0","0.396285","1.067291","0","0","0.451946","0","0","0","2.182866","0","0","0.576345","0.266909","0","1.019216","0.730245","0","0","0.660995","0.112112","0.63887"
